LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,COLONY_LABEL
Track_14,14,14,14,0,0,0,0,0,13.0,0.0,13.0,0.18963932443803222,50.380388872557276,76.17629407959855,0.0,0.06623928232727026,0.12894933414163515,0.014059355665213151,0.05660390106267788,0.03779922915529382,57.64388057163784,0.8611106702545135,0.2588557599292807,0.22022642499828926,0.014587640341387095,0.2202264249982893,1.8577940335461587,74
Track_15,15,15,47,1,0,0,0,3,49.0,0.0,49.0,1.0492971928625974,79.41071438277618,77.9527574018822,0.0,0.09600852632234044,0.33640790778001894,0.008630018101396944,0.0815835039410277,0.0692814796886757,54.63645553588867,4.44228226513185,1.0492971928625974,0.23620678071240334,0.021414228425767293,0.22304506949592004,1.8211131835172587,75
Track_16,16,16,39,0,0,0,0,0,38.0,0.0,38.0,1.0915655976056378,33.48580500762868,79.17916378075282,0.0,0.11254238250745732,0.3146790764640538,0.0023614751161113163,0.09595483809349538,0.08130725575248567,65.33469938620543,4.276610535283378,1.0915655976056378,0.2552408241526506,0.028725410463306258,0.25524082415265065,1.834875340800384,78
Track_17,17,17,38,3,0,0,0,3,42.0,1.0,43.0,0.7960783294275657,53.51349723794879,80.25672971478043,0.0,0.0961068516176737,0.24134326890658095,0.027630216788843687,0.07764889099572335,0.05423364760615304,42.83332884939093,3.7282812935737026,0.7960783294275657,0.21352421310048034,0.018954245938751564,0.19722054796003688,1.8328649287253294,80
Track_18,18,18,43,2,0,0,0,1,44.0,0.0,44.0,1.242532086952273,63.18691027985008,83.42936740620671,0.0,0.12646848556772625,0.30453202811035857,0.015516675555813398,0.12651698960880464,0.07114641770017663,52.04747878673465,5.465145743673517,1.242532086952273,0.22735570929478593,0.028239365612551658,0.22329171955988156,1.8687477058685302,84
Track_19,19,19,50,0,0,0,0,0,49.0,0.0,49.0,1.4346173589303497,86.00943535074587,86.59804233420898,0.0,0.11812344923413953,0.8684933297671443,0.020363198602537495,0.07107045052912771,0.13374299432519957,46.212195587158206,5.788049012472838,1.4346173589303497,0.2478585367606339,0.02927790528429285,0.24785853676063394,1.89473929829764,86
Track_20,20,20,11,1,0,0,0,2,12.0,1.0,13.0,0.049517974767461566,122.40675615812229,87.11080421794644,0.0,0.09549282236770078,0.1988213542240609,0.009178535280549955,0.07662346171602256,0.06465402603712792,42.430969585071914,0.9732852942381075,0.2453603186942104,0.05087714266372891,0.004126497897288464,0.0432126498617785,1.5545152340511887,88
Track_21,21,21,51,0,0,0,0,0,50.0,1.0,51.0,1.3328019284605928,79.26696226232937,87.74628369369182,0.0,0.07808594622238006,0.3964345034399508,0.0022442405439275425,0.06383418618551573,0.06243441522114425,62.416890611835555,3.9042973111190036,1.358101124182008,0.34136793954315964,0.026656038569211855,0.3413679395431597,1.7142482987804177,87
Track_22,22,22,47,0,0,0,0,0,46.0,0.0,46.0,1.437156260616073,90.60128878832315,88.52477040309174,0.0,0.11264015098349985,0.4579265986476071,0.012176581643239533,0.07991396729441434,0.09695181805523535,52.19889734146443,5.181446945240993,1.437156260616073,0.2773658161135972,0.03124252740469724,0.2773658161135972,1.6625710414716328,90
Track_23,23,23,46,1,0,0,0,2,47.0,1.0,48.0,1.8836681798492942,160.7618145154872,90.04973275572094,0.0,0.08822250392266039,0.44842652997157784,0.027311675279513888,0.07343899985886479,0.06862286069884138,56.83536703690238,4.0430906372081505,1.8836681798492942,0.4658980836378211,0.04007804637977222,0.4542837099126811,1.7028035121187548,91
Track_24,24,24,38,0,0,0,0,0,37.0,0.0,37.0,1.213361056131493,43.69039504425976,91.81365707080784,0.0,0.0943686595205774,0.4031539961603071,0.011197367767753994,0.08552977592501258,0.0723666629368472,71.46691061321057,3.491640402261364,1.2170252912333095,0.34750458705474324,0.03279354205760791,0.34750458705474324,1.8223423317863308,93
Track_25,25,25,15,3,0,0,0,3,19.0,0.0,19.0,0.4511168745194107,136.2903632409682,94.387314037547,0.0,0.09945620183046491,0.24635496132436277,0.02290731068446755,0.09440669510021622,0.06505893323561208,36.18320681254069,1.6267946976259957,0.4511168745194107,0.2773041215205163,0.023742993395758458,0.23872813317596073,1.7350708920465143,97
